character,romaji,meaning
自分の本当の感情を見せることは、日本では美徳とは考えられていない。,"jibun no hontou no kanjou wo miseru koto ha , nippon de ha bitoku to ha kangae rare te i nai .",Showing your real feelings is not considered a virtue in Japan.
自分の分は払います。,jibun no fun ha harai masu .,Let me pay my share.
自分の部屋を掃除しなさい。,jibun no heya wo souji shi nasai .,Clean your room.
自分の部屋を掃除しないとね。,jibun no heya wo souji shi nai to ne .,I have to clean my room.
自分の部屋の整頓をしなさい。,jibun no heya no seiton wo shi nasai .,Put your room in order.
自分の部屋を整頓してから、彼は出て行った。,"jibun no heya wo seiton shi te kara , kare ha shutsu te itsu ta .","Having put his room in order, he went out."
自分の部屋はきれいにしておきなさい。,jibun no heya ha kirei ni shi te oki nasai .,You must keep your room clean.
自分の部屋をきちんとしておくことはたいへんなことです。,jibun no heya wo kichinto shi te oku koto ha taihen na koto desu .,It is hard work to keep my room in proper order.
自分の部屋は出来るだけきちんとしておきなさい。,jibun no heya ha dekiru dake kichinto shi te oki nasai .,Keep your room as neat as you can.
自分の部屋は出来るだけきちんとしておきたい。,jibun no heya ha dekiru dake kichinto shi te oki tai .,I want to keep my room as neat as possible.
自分の部屋はきちんと片づけておきなさい。,jibun no heya ha kichinto katazuke te oki nasai .,Keep your room neat and tidy.
自分の部屋はいつもできるだけきちんとしておきます。,jibun no heya ha itsu mo dekiru dake kichinto shi te oki masu .,I always keep my room as tidy as I can.
自分の部屋はいつもきれいにしておかなければいけないよ。,jibun no heya ha itsu mo kirei ni shi te oka nakere ba ike nai yo .,You must keep your room clean.
彼は自分の部屋で本を読んでいます。,kare ha jibun no heya de hon wo yon de i masu .,He is reading a book in his room.
自分の美しさに対する彼女のうぬぼれに多くの人が腹を立てた。,jibun no utsukushi sa ni taisuru kanojo no unubore ni ooku no nin ga hara wo tate ta .,Her conceit about her beauty annoyed many people.
自分の非を認めるなんて君は正直だね。,jibun no hi wo mitomeru nante kun ha shoujiki da ne .,You are honest to admit your mistake.
自分の発言には責任をもたなければならない。,jibun no hatsugen ni ha sekinin wo mota nakere ba nara nai .,One is responsible for one's own words.
自分の能力に応じて働かなければならない。,jibun no nouryoku ni ouji te hataraka nakere ba nara nai .,You must work according to your ability.
自分の能力には大いに自信があります。,jibun no nouryoku ni ha ooini jishin ga ari masu .,I have much confidence in my ability.
自分の任務を遂行しなければならない。,jibun no ninmu wo suikou shi nakere ba nara nai .,You must fulfill your duty.
自分の頭の上のハエを追え。,jibun no atama no ue no hae wo oe .,Tend to your own affairs.
自分の頭の上にいるハエを追え。,jibun no atama no ue ni iru hae wo oe .,Tend to your own affairs.
自分の着なくなった服を教会ののみの市セールに寄付した。,jibun no chaku naku natsu ta fuku wo kyoukai no nominoshi seeru ni kifu shi ta .,I gave my old clothes for the church flea market sale.
自分の知らない単語を飛ばし読みする読者は多い。,jibun no shira nai tango wo tobashiyomi suru dokusha ha ooi .,Many a reader skips the words that he doesn't know.
自分の足で立つとは独立するという事である。,jibun no ashi de tatsu to ha dokuritsu suru to iu koto de aru .,To stand on your own feet means to be independent.
自分の息子に頼って生きている人もいる。,jibun no musuko ni tayotsu te iki te iru nin mo iru .,Some people live on their sons.
自分の前に何があるのですか。,jibun no mae ni nani ga aru no desu ka .,What's in front of you?
自分の巣をよごすのは悪い鳥。,jibun no su wo yogosu no ha warui tori .,It is an ill bird that fouls its own nest.
自分の舌を自制することのできない者は適切に語ることができない。,jibun no shita wo jisei suru koto no deki nai mono ha tekisetsu ni kataru koto ga deki nai .,He cannot speak well that cannot hold his tongue.
自分の責任を認めて自腹をきりなさい。,jibun no sekinin wo mitome te jibara wo kiri nasai .,You have to dig down and pay for it.
自分の責任において何でも行いなさい。,jibun no sekinin ni oi te nani de mo okonai nasai .,Do everything at your own risk.
自分の席にもどりなさい。,jibun no seki ni modori nasai .,Go back to your seat.
自分の衰えを感じた事がありますか。,jibun no otoroe wo kanji ta koto ga ari masu ka .,Do you ever feel like you're running down?
自分の人生を振り返ってみたとき、彼女は深い後悔の念にかられた。,"jibun no jinsei wo furikaetsu te mi ta toki , kanojo ha fukai koukai no nen ni kara re ta .",She regretted deeply when she looked back on her life.
自分の人生は自分で決めろ。,jibun no jinsei ha jibun de kimero .,You make your own life.
自分の新居にわくわくしている。,jibun no shinkyo ni wakuwaku shi te iru .,I am thrilled with my new home.
自分の信念を隠すくらいなら死んだほうがましだ。,jibun no shinnen wo kakusu kurai nara shin da hou ga mashi da .,I would rather die than conceal my belief.
自分の宿題は自分ですべきだ。,jibun no shukudai ha jibun desu beki da .,One should do one's homework by oneself.
自分の宿題は自分でしなさい。,jibun no shukudai ha jibun deshi nasai .,Do your homework for yourself.
自分の宿題は自分でやれよ。,jibun no shukudai ha jibun de yare yo .,Do your homework for yourself.
自分の手を汚すようなことだけはごめんだ。,jibun no te wo yogosu you na koto dake ha gomen da .,I don't want to get my hands dirty.
自分の収入の範囲で生活するようにしなさい。,jibun no shuunyuu no han'i de seikatsu suru you ni shi nasai .,Try to live within your income.
自分の車に乗るのに切符を買う者がいるか。,jibun no kuruma ni noru no ni kippu wo kau mono ga iru ka .,Who buys tickets to ride in their own motor car?
自分の主義に基づいて行動した。,jibun no shugi ni motozui te koudou shi ta .,I acted up to my principles.
自分の社交クラブを偶然訪れたとき彼は昔の友達に偶然に会った。,jibun no shakou kurabu wo guuzen otozure ta toki kare ha mukashi no tomodachi ni guuzen ni atsu ta .,He came upon an old friend when he visited his club.
自分の失敗を人のせいにするな。,jibun no shippai wo nin no sei ni suru na .,Don't blame others for your failure.
自分の失敗で他人を非難するな。,jibun no shippai de tanin wo hinan suru na .,Don't accuse others for your own failure.
自分の失われた青春を考えても無駄である。,jibun no ushinawa re ta seishun wo kangae te mo muda de aru .,It's no use thinking about one's lost youth.
自分の時間をうまく使いなさい。,jibun no jikan wo umaku tsukai nasai .,You should make good use of your time.
自分の持ち物を忘れないように。,jibun no mochimono wo wasure nai you ni .,Don't leave your things behind.
自分の持ち物には全て名前をつけなさい。,jibun no mochimono ni ha subete namae wo tsuke nasai .,Put your name on all your belongings.
自分の事をしなさい。,jibun no koto wo shi nasai .,Go about your business.
自分の事に注意しなければならない。,jibun no koto ni chuui shi nakere ba nara nai .,You must be careful of yourself.
自分の事に打ち込みなさい。,jibun no koto ni uchikomi nasai .,Mind your own business.
自分の思春期を振り返ると、いつも憂うつな気分になる。,"jibun no shishun ki wo furikaeru to , itsu mo ureutsu na kibun ni naru .",I cannot look back on my adolescence without feeling depressed.
自分の思うとおりにしなさい。,jibun no omou toori ni shi nasai .,Just follow your heart.
自分の思い通りにしようとする。,jibun no omoi touri ni shiyou to suru .,He will try to have his own way.
自分の子供を持ってはじめて親の苦労がわかる。,jibun no kodomo wo motsu te hajimete oya no kurou ga wakaru .,It is only when you have your own children that you realize the trouble of parenthood.
自分の子供を愛さない母親はいない。,jibun no kodomo wo aisa nai hahaoya ha i nai .,There is no mother who doesn't love her own child.
自分の子供の世話で精いっぱいだった。,jibun no kodomo no sewa de sei ippai datsu ta .,I had enough to do to look after my own children.
自分の子供たちには是非とも優しくしなさい。,jibun no kodomo tachi ni ha zehi to mo yasashiku shi nasai .,Do be kind to your children!
自分の子を他人の子と比較するな。,jibun no ko wo tanin no ko to hikaku suru na .,Don't compare your children with others.
自分の子どもを愛さない母はいない。,jibun no kodomo wo aisa nai haha ha i nai .,There is no mother that doesn't love her children.
自分の姿を鏡にうつして見なさい。,jibun no sugata wo kagami ni utsushi te ken nasai .,Look at yourself in the mirror.
自分の仕事をしなさい。,jibun no shigoto wo shi nasai .,Do your own work.
自分の仕事の割り当ては終わりましたか。,jibun no shigoto no wariate ha owari mashi ta ka .,Have you finished your share of the work?
自分の仕事に専念しなさい。,jibun no shigoto ni sennen shi nasai .,Apply yourself to your own work.
自分の仕事に精を出しなさい。,jibun no shigoto ni sei wo dashi nasai .,You must attend to your work.
自分の仕事に身をいれなさい。,jibun no shigoto ni mi wo ire nasai .,Put your heart into your business.
自分の仕事に誇りを持っていますか。,jibun no shigoto ni hokori wo motsu te i masu ka .,Do you take pride in your work?
自分の仕事に一心不乱に打ち込みなさい。,jibun no shigoto ni isshin furan ni uchikomi nasai .,Give yourself to your work with body and soul.
自分の仕事にやりがいを感じています。,jibun no shigoto ni yarigai wo kanji te i masu .,I really love my work.
自分の仕事にかかりなさい。,jibun no shigoto ni kakari nasai .,Go about your business!
自分の作品を自画自賛してどうするの。,jibun no sakuhin wo jiga jisan shi te dou suru no .,It won't do you any good to talk up your own work like that.
自分の才能を示すために、めったにないこの機会を最大限に利用すべきだ。,"jibun no sainou wo shimesu tame ni , metta ni nai kono kikai wo saidai gen ni riyou su beki da .",You should make the most of this rare opportunity to demonstrate your talent.
自分の才能や興味に関連して仕事を選ぶべきだ。,jibun no sainou ya kyoumi ni kanren shi te shigoto wo erabu beki da .,You should choose a job in relation to your talents and interests.
自分の才能に合った望みを持て。,jibun no sainou ni atsu ta nozomi wo mote .,You should harmonize your ambitions with your abilities.
自分の国を愛さない者はいない。,jibun no kuni wo aisa nai mono ha i nai .,There is no one but loves his own country.
自分の国の歴史は、よく知るべきです。,"jibun no kuni no rekishi ha , yoku shiru beki desu .",You should get acquainted with the history of your own country.
自分の国の人々の福祉に努力するのを自分の努めだと彼はみなしていた。,jibun no kuni no hitobito no fukushi ni doryoku suru no wo jibun no tsutome da to kare ha minashi te i ta .,He looked upon it as his duty to see to the welfare of the people on his land.
自分の行動を恥じるべきだ。,jibun no koudou wo hajiru beki da .,You should be ashamed of your behavior.
自分の行動を思い出すと情けないよ。,jibun no koudou wo omoidasu to nasakenai yo .,"When I think back on what I did, I feel pretty stupid."
自分の行為に対しては責任をとらなければならない。,jibun no koui ni taishi te ha sekinin wo tora nakere ba nara nai .,One must be responsible for one's conduct.
自分の考えを僕に押しつけるな。,jibun no kangae wo boku ni oshitsukeru na .,Don't press your opinion on me.
自分の考えを伝えることは時にはたいへんむずかしい。,jibun no kangae wo tsutaeru koto ha toki ni ha taihen muzukashii .,It is sometimes very hard to put your idea across.
自分の考えを他人に押し付けるのはよくない。,jibun no kangae wo tanin ni oshitsukeru no ha yoku nai .,It's not good to force our ideas on others.
自分の考えを他人に押しつけてはいけない。,jibun no kangae wo tanin ni oshitsuke te ha ike nai .,Don't intrude your opinions on others.
自分の好みにぴったり合う靴が見つからなかった。,jibun no konomi ni pittari au kutsu ga mitsukara nakatsu ta .,I found no shoes completely to my taste.
自分の好きなようにやってよろしい。,jibun no suki na you ni yatsu te yoroshii .,You can do it however you like.
自分の誤りを人のせいにしてはいけない。,jibun no ayamari wo nin no sei ni shi te ha ike nai .,Don't blame others for your own fault.
自分の限界を知る事は重要である。,jibun no genkai wo shiru koto ha juuyou de aru .,It is important to know your own limitations.
自分の言語能力をできるだけ伸ばしなさい。,jibun no gengo nouryoku wo dekiru dake nobashi nasai .,Develop your linguistic competence as much as possible.
自分の言語を他の人たちの言語と同じようにするために必要な変更を加える。,jibun no gengo wo hoka no nin tachi no gengo to onaji you ni suru tame ni hitsuyou na henkou wo kuwaeru .,It's necessary to make his language like other people's.
自分の言った事に忠実であるべきだ。,jibun no itsutsu ta koto ni chuujitsu de aru beki da .,You should stick to what you say.
自分の言った事には責任がある。,jibun no itsutsu ta koto ni ha sekinin ga aru .,One is responsible for one's own words.
自分の言ったことに他人がどう感じるか、もっと敏感になるべきです。,"jibun no itsutsu ta koto ni tanin ga dou kanjiru ka , motto binkan ni naru beki desu .",You should be more sensitive to how people feel about your words.
自分の言うことを理解してもらうのは難しかった。,jibun no iu koto wo rikai shi te morau no ha muzukashikatsu ta .,I found it difficult to make myself understood.
自分の見た夢を思い出せる人もいれば忘れてしまう人もいる。,jibun no ken ta yume wo omoidaseru nin mo ire ba wasure te shimau nin mo iru .,"Some people are good at remembering their dreams, others forget theirs."
自分の健康に注意しなければいけない。,jibun no kenkou ni chuui shi nakere ba ike nai .,We must take care of ourselves.
自分の欠点を認めようとする人はほとんどいない。,jibun no ketten wo mitomeyou to suru nin ha hotondo i nai .,Few people will admit their faults.
自分の欠点を自覚できる人はほとんどいない。,jibun no ketten wo jikaku dekiru nin ha hotondo i nai .,Few people can realize their faults.
自分の欠点は忘れがちなものである。,jibun no ketten ha wasure gachi na mono de aru .,One is apt to forget his own faults.
自分の靴の具合の悪いところは、自分が一番よく知っている。,"jibun no kutsu no guai no warui tokoro ha , jibun ga ichiban yoku shitsu te iru .",The wearer knows best where the shoe pinches.
自分の金はびた一文持っていない。,jibun no kin ha bita ichi bun motsu te i nai .,I haven't a cent to my name.
自分の給料に満足しているよ。,jibun no kyuuryou ni manzoku shi te iru yo .,I'm content with my salary.
自分の給料で生活したほうがいいよ。,jibun no kyuuryou de seikatsu shi ta hou ga ii yo .,You had better live on your salary.
自分の脚で立つとは独立する意味である。,jibun no ashi de tatsu to ha dokuritsu suru imi de aru .,To stand on your own two feet means to be independent.
自分の気持ちを表現できない。,jibun no kimochi wo hyougen deki nai .,I cannot describe my feelings.
自分の気持ちを押し隠すことはないんだよ。,jibun no kimochi wo oshikakusu koto ha nai n da yo .,You don't have to hide your feelings.
自分の顔に仕返しをするために鼻をちょん切るな。,jibun no kao ni shikaeshi wo suru tame ni hana wo chonkiru na .,Don't cut off your nose to spite your face.
自分の感情を抑えることは、時に難しい。,"jibun no kanjou wo osaeru koto ha , toki ni muzukashii .",It's sometimes difficult to control our feelings.
おい！スコット！俺の勘定を払って！,oi ! sukotto ! ore no kanjou wo haratsu te !,Hey! Scott! Pay my bill!
自分の過去をじっくり振り返ってみてもよいころだ。,jibun no kako wo jikkuri furikaetsu te mi te mo yoi koro da .,It's time to reflect on your past.
自分の過去をじっくりと振り返っても良い頃だ。,jibun no kako wo jikkuri to furikaetsu te mo yoi goro da .,It's time to reflect on your past.
自分の過去をじっくりと振り返ってみてもよいところだ。,jibun no kako wo jikkuri to furikaetsu te mi te mo yoi tokoro da .,It is time to reflect on your past.
自分の過去をじっくりと振り返ってみてもよいだろう。,jibun no kako wo jikkuri to furikaetsu te mi te mo yoi darou .,It's time to reflect on your past.
自分の過ちを認める政治家は、ほとんどいない。,"jibun no ayamachi wo mitomeru seiji ie ha , hotondo i nai .",Few politicians admit their mistakes.
自分の過ちを認めてはどうですか。,jibun no ayamachi wo mitome te ha dou desu ka .,Why don't you admit your mistake?
自分の過ちを告白するのに恥じる必要は何もない。,jibun no ayamachi wo kokuhaku suru no ni hajiru hitsuyou ha nani mo nai .,There is no need to be ashamed of confessing one's mistakes.
自分の荷に名札を付けたけれども、すぐに取れてしまった。,"jibun no ka ni nafuda wo tsuke ta keredo mo , sugu ni tore te shimatsu ta .","I attached my name-tag to my baggage, but it soon came off."
自分の家庭を愛さない人はいない。,jibun no katei wo aisa nai nin ha i nai .,There is no man but loves his home.
自分の家を売ってまでフェラーリは欲しくないよ。,jibun no ie wo utsu te made feraari ha hosshiku nai yo .,I don't want a Ferrari bad enough to sell my house to get one.
自分の家を建てることなど私にはできない。,jibun no ie wo tateru koto nado watashi ni ha deki nai .,It is beyond my power to build my own house.
自分の家があったらな。,jibun no ie ga atsu tara na .,I wish I had a house of my own.
自分の運命に満足している人は幸福です。,jibun no unmei ni manzoku shi te iru nin ha koufuku desu .,Happy is the man who is contented with his lot.
自分の運命に甘んじるくらいなら自殺した方がましだ。,jibun no unmei ni amanjiru kurai nara jisatsu shi ta hou ga mashi da .,I might as well kill myself as reconcile myself to my fate.
自分の運を試してみよう。,jibun no un wo tameshi te miyou .,I'll try my luck.
自分の為になるような本を読まなければならない。,jibun no tame ni naru you na hon wo yoma nakere ba nara nai .,We must read such books as will benefit us.
自分の意思を伝えようと努めたが無駄だった。,jibun no ishi wo tsutaeyou to tsutome ta ga muda datsu ta .,"I tried to make myself understood, but in vain."
自分の意志でここに来たの？,jibun no ishi de koko ni rai ta no ？,Did you come here of your own free will?
自分の意見を他人に押し付けてはいけない。,jibun no iken wo tanin ni oshitsuke te ha ike nai .,You shouldn't impose your opinion on others.
自分のものを片付けなさい。,jibun no mono wo katazuke nasai .,Put away your things.
自分のものなら何でも最高。,jibun no mono nara nani de mo saikou .,All his geese are swans.
自分のものならガチョウも白鳥に見える。,jibun no mono nara gachou mo hakuchou ni mieru .,All his geese are swans.
自分のまいた種は自分で刈ることになる。,jibun no ma i ta tane ha jibun de karu koto ni naru .,You reap what you sow.
自分のペースでやってください。,jibun no peesu de yatsu te kudasai .,You can take your time.
自分のふところ具合を語るにはいつも注意を払うべきである。,jibun no futokoro guai wo kataru ni ha itsu mo chuui wo harau beki de aru .,One should always be careful in talking about one's finances.
自分のすることを何でも上手にしようとすることは立派な野心である。,jibun no suru koto wo nani de mo jouzu ni shiyou to suru koto ha rippa na yashin de aru .,It is a worthy ambition to do well whatever one does.
自分のすることになっている仕事がいやであることを彼は隠しきれなかった。,jibun no suru koto ni natsu te iru shigoto ga iya de aru koto wo kare ha kakushi kire nakatsu ta .,He could not hide his disgust at the task he was to perform.
自分のすらっとした姿を得意に思っています。,jibun no suratsu to shi ta sugata wo tokui ni omotsu te i masu .,She is vain about her slender figure.
自分のステレオを持っています。,jibun no sutereo wo motsu te i masu .,I have my own stereo set.
自分のしたことをよく考えなさい。,jibun no shi ta koto wo yoku kangae nasai .,Reflect on what you have done.
自分のしたことに責任を持つべきです。,jibun no shi ta koto ni sekinin wo motsu beki desu .,You ought to answer for what you have done.
自分のシートに戻りなさい。,jibun no shiito ni modori nasai .,Go back to your seat.
自分のことを棚にあげて他人を非難することはできない。,jibun no koto wo tana ni age te tanin wo hinan suru koto ha deki nai .,The pot can't call the kettle black.
自分のことを考える前に人のことを考えるのはまさに彼女らしい。,jibun no koto wo kangaeru mae ni nin no koto wo kangaeru no ha masani kanojo rashii .,It is just like her to think of others before thinking of herself.
自分のことは自分でできる。,jibun no koto ha jibun de dekiru .,I can take care of yours truly.
自分のことだけ気にかけろ！,jibun no koto dake ki ni kakero !,Mind your own business!
自分のことだけかまってろよ。,jibun no koto dake kamatsu tero yo .,Attend to your business alone!
自分のことがよくわかっている。,jibun no koto ga yoku wakatsu te iru .,She knows herself well.
自分に対するどんな無礼も彼はすぐに許した。,jibun ni taisuru donna burei mo kare ha sugu ni yurushi ta .,Any offence against himself he forgave readily.
自分に関わりのないことには口を出すな。,jibun ni kakawari no nai koto ni ha kuchi wo dasu na .,Don't interfere with matters that do not concern you!
自分に価値を見いだせない。,jibun ni kachi wo miidase nai .,I have no self-esteem.
自分には欠点がないというのだろうか。,jibun ni ha ketten ga nai to iu no darou ka .,Is she faultless herself?
自分にとって正しいと思うことをやりなさい。,jibun ni totsu te tadashii to omou koto wo yari nasai .,You must do what seems right to you.
自分としては満足している。,jibun to shi te ha manzoku shi te iru .,"As for myself, I am satisfied."
自分で話してこい。,jibun de hanashi te koi .,Go tell him yourself.
自分で本を作るために私はワープロを買った。,jibun de hon wo tsukuru tame ni watashi ha waapuro wo katsu ta .,I bought a word processor for making a book on my own.
自分で物を作ることほど多くの喜びを我々に与えてくれるものはない。,jibun de mono wo tsukuru koto hodo ooku no yorokobi wo wareware ni atae te kureru mono ha nai .,Nothing gives us so much pleasure as making things ourselves.
自分で服を作ったら節約になりますよ。,jibun de fuku wo tsukutsu tara setsuyaku ni nari masu yo .,"If you make your own clothes, it will save you money."
自分で読めると思っているよりも実際はずっと多くの本が読めるものです。,jibun de yomeru to omotsu te iru yori mo jissai ha zutto ooku no hon ga yomeru mono desu .,You can read a lot more than you think you can.
自分で痛い目に遭わないと、分からないのだろう。,"jibun de itai me ni souwa nai to , wakara nai no darou .",He has to burn his fingers to learn.
自分で痛い目に会わないとわからない。,jibun de itai me ni awa nai to wakara nai .,He has to burn his fingers.
自分で使ってみなさい。,jibun de tsukatsu te mi nasai .,Try it out yourself.
自分で作ったのではないのですよ。,jibun de tsukutsu ta no de ha nai no desu yo .,I didn't make it myself.
自分で行く代わりに、彼は息子をその政治集会に参加させた。,"jibun de iku kawari ni , kare ha musuko wo sono seiji shuukai ni sanka sa se ta .","Instead of going himself, he sent his son to the political meeting."
自分で行きたいと思う映画を見に行かない。,jibun de iki tai to omou eiga wo ken ni ika nai .,I don't go to the movies as often as I'd like.
自分で考え勉強することは非常に大切です。,jibun de kangae benkyou suru koto ha hijou ni taisetsu desu .,It is very important to think for yourself and to study.
自分で解いてみようとすべきだ。,jibun de toi te miyou to su beki da .,You should try to figure it out for yourself.
自分で運転するほうが僕に運転させるより安全だと彼は思っている。,jibun de unten suru hou ga boku ni unten sa seru yori anzen da to kare ha omotsu te iru .,He thinks it's safer to drive himself than to let me drive.
自分で運転しないので、彼は車について詳しくない。,"jibun de unten shi nai no de , kare ha kuruma ni tsui te kuwashiku nai .","Not driving himself, he isn't familiar with cars."
自分で引き受けたことは自分で処理しなければならない。,jibun de hikiuke ta koto ha jibun de shori shi nakere ba nara nai .,You have to make do with what you've got.
自分で意味がわからない言葉はつかってはいけない。,jibun de imi ga wakara nai kotoba ha tsukatsu te ha ike nai .,Don't use any words whose meanings you don't know well.
自分でよくわかっている。,jibun de yoku wakatsu te iru .,I know myself very well.
自分でやりなさい。,jibun de yari nasai .,Do it yourself.
自分でやりたいんです。,jibun de yari tai n desu .,I prefer to do it on my own.
自分でやったことは責任を負わなければならない。,jibun de yatsu ta koto ha sekinin wo owa nakere ba nara nai .,You will have to be responsible for what you've done.
自分でも解ってる。,jibun de mo kaitsu teru .,I quite appreciate it.
自分でやったことだから仕方がないね。,jibun de yatsu ta koto da kara shikata ga nai ne .,You brought it on yourself.
自分では認めようとしなかったが、彼はとても疲れていた。,"jibun de ha mitomeyou to shi nakatsu ta ga , kare ha totemo tsukare te i ta .","Though he wouldn't admit it, he was very tired."
自分ではひとかどの人間だとうぬぼれている。,jibun de ha hitokado no ningen da to unubore te iru .,He fancies himself somebody.
自分ではなく別の女の人を見た。,jibun de ha naku betsu no onna no nin wo ken ta .,Who she saw was not herself but a different woman.
自分ではないような気がする。,jibun de ha nai you na ki ga suru .,I feel as if I were another person.
自分でそれをせよ、しかも直ちに。,"jibun de sore wo seyo , shikamo tadachini .",Do it yourself and that at once.
自分でその問題を解きなさい。,jibun de sono mondai wo toki nasai .,Solve this problem on your own.
自分でそのことを調べてみたらどうですか。,jibun de sono koto wo shirabe te mi tara dou desu ka .,Why not look into the matter yourself?
自分ですればいいだろ。,jibun de sure ba ii daro .,Do your own work.
自分でいかなきゃいけませんよ。,jibun de ika nakya ike mase n yo .,You have to appear in person.
自分たちの体をきれいにしておかなければならない。,jibun tachi no karada wo kirei ni shi te oka nakere ba nara nai .,We should keep ourselves clean.
自分たちの持ち家が欲しい。,jibun tachi no mochiie ga hoshii .,We want a house of our own.
自分たちの欠点を自覚するべきです。,jibun tachi no ketten wo jikaku suru beki desu .,We should be conscious of our shortcomings.
自分たちの悪事がばれないようにするなんて、なんて悪どい奴等！,"jibun tachi no akuji ga bare nai you ni suru nante , nante akudoi yatsu nado !","Those guys are ruthless, covering up their tracks like that after all their wrongdoing."
自分たちのお金を全部使い果たすなんてばかげている。,jibun tachi no o kin wo zenbu tsukai hatasu nante bakage te iru .,It would be ridiculous to spend all their money.
自分たちだけでその問題を相談した。,jibun tachi dake de sono mondai wo soudan shi ta .,We discussed the matter among ourselves.
自分たちがどの程度他人に依存しているのかを悟っていない。,jibun tachi ga dono teido tanin ni izon shi te iru no ka wo satotsu te i nai .,They don't see the extent to which they depend on others.
自分だけの幸せを追求して生きるべきではない。,jibun dake no shiawase wo tsuikyuu shi te ikiru beki de ha nai .,You shouldn't live merely in pursuit of your own happiness.
自分が利口だと思っている人は幸せだ。,jibun ga rikou da to omotsu te iru nin ha shiawase da .,Happy are those who think themselves wise.
自分が別人になった感じだ。,jibun ga betsujin ni natsu ta kanji da .,I feel like another person.
自分が約束したことはちゃんと実行するように最善を尽くすべきだ。,jibun ga yakusoku shi ta koto ha chanto jikkou suru you ni saizen wo tsukusu beki da .,You should do your best to carry out your promises.
自分が勝ったと知って驚いた。,jibun ga katsu ta to shitsu te odoroi ta .,I was amazed to learn I had won.
自分が敗北者だと認めるのは難しい。,jibun ga haiboku mono da to mitomeru no ha muzukashii .,It's hard to admit to yourself that you are a failure.
自分が石であればいいのになあ。,jibun ga ishi de are ba ii no ni naa .,I wish I were a stone.
自分が人にしてもらいたいと思うように人にもせよ。,jibun ga nin ni shi te morai tai to omou you ni nin ni mo seyo .,Do to others as you would have others do to you.
自分が人からしてもらいたいと思うことは人にもせよ。,jibun ga nin kara shi te morai tai to omou koto ha nin ni mo seyo .,Do as you would be done by.
自分が勝つとは全く思っても見なかった。,jibun ga katsu to ha mattaku omotsu te mo ken nakatsu ta .,Little did I think that I would win.
自分が自分の面倒を見られる限りは自分たちだけで暮らす。,jibun ga jibun no mendou wo ken rareru kagiri ha jibun tachi dake de kurasu .,"Instead, they live alone as long as they are able to take care of themselves."
自分が子供を産んではじめて母親の愛がどんなものかわかりました。,jibun ga kodomo wo un de hajimete hahaoya no ai ga donna mono ka wakari mashi ta .,It was not until I had a baby myself that I knew what mother's love is.
自分が堅く誓ったことは、どんなことがあっても実行しなければいけないよ。,"jibun ga kataku chikatsu ta koto ha , donna koto ga atsu te mo jikkou shi nakere ba ike nai yo .",You've got to carry out your commitment at all costs.
自分が興味を惹かれるような本を読みなさい。,jibun ga kyoumi wo hika reru you na hon wo yomi nasai .,Read such books as interest you.
自分を何様だと思ってるんだ？,jibun wo nani sama da to omotsu teru n da ？,Who do you think you are?
自分が億万長者だと想像してごらん。,jibun ga okuman chouja da to souzou shi te goran .,Imagine yourself as a billionaire.
自分がもっているものに満足している人は、心豊かな人である。,"jibun ga motsu te iru mono ni manzoku shi te iru nin ha , kokoro yutaka na nin de aru .",Those men are rich who are contented with what they have.
自分がよく言われていないという事実にお気付きですか。,jibun ga yoku iwa re te i nai to iu jijitsu ni o kizuki desu ka .,Are you aware of the fact that you are not spoken well of?
自分がどうしたらそんなミスを犯したものか考えもつかない。,jibun ga dou shi tara sonna misu wo okashi ta mono ka kangae mo tsuka nai .,I can't conceive how I could have made such a mistake.
自分がだまされたことを、その時初めて彼は悟った。,"jibun ga damasa re ta koto wo , sono toki hajimete kare ha satotsu ta .",Only then did he realize he had been deceived.
自分がその賞を貰うとはまったく思ってもいなかった。,jibun ga sono shou wo morau to ha mattaku omotsu te mo i nakatsu ta .,Little did I think that I would win the prize.
自分がその賞を得ようとは全く思っていなかった。,jibun ga sono shou wo eyou to ha mattaku omotsu te i nakatsu ta .,Little did I think that I would win the prize.
自分がその仕事に適任であるかに関しては確信が持てない。,jibun ga sono shigoto ni tekinin de aru ka ni kanshi te ha kakushin ga mote nai .,I am uncertain as to whether I am the right person for the job.
自分がその仕事に適任であるとは思いません。,jibun ga sono shigoto ni tekinin de aru to ha omoi mase n .,I do not feel myself equal to the task.
自分がしてもらいたいように人にもしなさい。,jibun ga shi te morai tai you ni nin ni moshi nasai .,Do as you would be done by.
自分がしてもらいたいと思うように他人にしてあげなさい。,jibun ga shi te morai tai to omou you ni tanin ni shi te age nasai .,Do unto others as you would have others do unto you.
自分がけがをしていることを気にもしないで彼女は再び私をひざで蹴った。,jibun ga kega wo shi te iru koto wo ki ni mo shi nai de kanojo ha futatabi watashi wo hiza de ketsu ta .,"She kneed me again, not even caring that she was hurt."
自分ひとりで勉強したの？,jibun hitori de benkyou shi ta no ？,Did you study by yourself?
自動販売機はあそこにあります。,jidou hanbai ki ha asoko ni ari masu .,The vending machines are over there.
自動車生産は頂点を超えた。,jidou kuruma seisan ha chouten wo koe ta .,Automobile production has peaked out.
自動車事故は彼女にとって悪い経験であった。,jidou kuruma jiko ha kanojo ni totsu te warui keiken de atsu ta .,The car crash was a bad experience for her.
